frame,time,motion,luma,centroid_x,centroid_y
132,5.5000,27.4531,26.08,0.584,0.505
133,5.5417,26.3589,19.00,0.582,0.497
134,5.5833,25.3372,16.82,0.606,0.446
135,5.6250,22.9006,24.46,0.619,0.540
136,5.6667,22.9410,22.55,0.627,0.577
137,5.7083,10.2396,10.51,0.549,0.592
138,5.7500,9.6172,10.09,0.532,0.530
139,5.7917,10.6875,11.40,0.515,0.527
140,5.8333,11.6315,11.64,0.496,0.507
141,5.8750,17.1944,12.15,0.457,0.473
142,5.9167,23.9527,18.47,0.450,0.489
143,5.9583,27.9145,27.00,0.496,0.523
144,6.0000,29.8429,27.41,0.521,0.528
145,6.0417,34.7778,25.65,0.529,0.521
146,6.0833,35.6068,25.11,0.562,0.510
147,6.1250,31.9353,27.66,0.528,0.475
148,6.1667,67.8637,18.45,0.589,0.536
149,6.2083,27.9688,65.20,0.628,0.639
150,6.2500,6.9731,64.67,0.617,0.628
151,6.2917,5.8116,64.88,0.619,0.630
152,6.3333,4.9314,65.36,0.625,0.638
153,6.3750,4.0260,65.51,0.632,0.635
154,6.4167,3.2626,65.78,0.623,0.619
155,6.4583,83.1094,65.92,0.539,0.504
156,6.5000,30.4388,66.22,0.397,0.522
157,6.5417,9.7756,66.97,0.407,0.466
158,6.5833,8.3073,68.06,0.401,0.463
159,6.6250,7.1406,69.14,0.403,0.461
160,6.6667,5.7075,69.58,0.401,0.458
161,6.7083,4.8238,70.21,0.403,0.459
162,6.7500,36.7769,70.79,0.406,0.502
163,6.7917,69.8546,72.66,0.413,0.451
164,6.8333,0.3919,3.69,0.869,0.920
165,6.8750,0.9271,3.75,0.879,0.926
166,6.9167,2.2431,3.99,0.865,0.894
167,6.9583,6.3160,5.79,0.832,0.852
168,7.0000,19.2001,8.83,0.637,0.839
169,7.0417,24.9214,17.40,0.499,0.727
170,7.0833,36.7496,28.37,0.404,0.635
171,7.1250,41.8537,35.31,0.353,0.555
172,7.1667,32.1211,33.67,0.353,0.500
173,7.2083,30.6493,27.13,0.420,0.492
174,7.2500,28.2413,32.46,0.460,0.522
175,7.2917,28.3620,30.97,0.541,0.563
176,7.3333,30.2843,35.82,0.606,0.605
177,7.3750,23.3837,33.05,0.578,0.601
178,7.4167,26.0985,33.72,0.587,0.602
