frame,time,motion,luma,centroid_x,centroid_y
132,5.5000,43.2361,159.41,0.577,0.531
133,5.5417,25.6176,156.61,0.487,0.510
134,5.5833,16.5243,154.04,0.510,0.498
135,5.6250,17.2274,154.88,0.512,0.518
136,5.6667,13.9592,156.93,0.516,0.521
137,5.7083,12.5990,157.56,0.512,0.519
138,5.7500,12.8207,157.75,0.518,0.510
139,5.7917,11.4249,158.30,0.520,0.500
140,5.8333,8.6997,159.04,0.520,0.506
141,5.8750,6.5625,158.98,0.520,0.504
142,5.9167,5.2773,159.22,0.515,0.515
143,5.9583,3.7717,158.86,0.514,0.514
144,6.0000,2.5525,158.77,0.514,0.513
145,6.0417,1.7891,158.90,0.513,0.534
