frame,time,motion,luma,centroid_x,centroid_y
132,4.4000,0.7943,103.74,0.629,0.353
133,4.4333,0.9583,103.73,0.610,0.366
134,4.4667,0.7852,103.50,0.641,0.384
135,4.5000,0.5716,103.70,0.637,0.383
136,4.5333,0.3407,103.73,0.597,0.420
137,4.5667,0.6389,103.73,0.656,0.397
138,4.6000,0.5694,103.60,0.702,0.359
139,4.6333,0.5425,103.68,0.722,0.327
140,4.6667,0.4067,103.65,0.727,0.375
141,4.7000,0.3003,103.79,0.659,0.397
142,4.7333,0.5239,103.67,0.689,0.389
143,4.7667,0.4683,103.84,0.723,0.377
144,4.8000,0.4128,103.82,0.712,0.407
145,4.8333,0.4184,103.92,0.655,0.423
146,4.8667,7.5035,103.76,0.463,0.356
147,4.9000,0.6046,103.00,0.588,0.409
148,4.9333,0.1133,102.70,0.496,0.425
149,4.9667,0.2049,102.73,0.551,0.398
150,5.0000,0.1788,102.58,0.525,0.426
151,5.0333,0.1615,102.70,0.564,0.409
152,5.0667,0.1528,102.65,0.567,0.498
153,5.1000,0.2730,102.72,0.611,0.434
154,5.1333,0.4774,102.64,0.591,0.438
155,5.1667,0.6671,102.81,0.651,0.419
156,5.2000,0.3602,102.55,0.558,0.360
157,5.2333,0.9688,102.53,0.639,0.400
158,5.2667,1.3481,102.27,0.558,0.418
159,5.3000,1.4709,102.13,0.520,0.382
160,5.3333,1.1975,101.97,0.525,0.356
161,5.3667,1.0434,102.04,0.558,0.354
162,5.4000,0.5265,101.87,0.465,0.427
163,5.4333,0.6979,101.97,0.479,0.403
164,5.4667,1.0569,101.76,0.424,0.391
165,5.5000,1.0056,101.91,0.460,0.376
166,5.5333,0.6766,101.75,0.489,0.395
167,5.5667,0.8069,101.97,0.528,0.379
168,5.6000,0.7214,102.00,0.532,0.417
169,5.6333,1.1866,101.97,0.506,0.414
170,5.6667,1.1050,101.78,0.503,0.426
171,5.7000,0.4388,102.07,0.505,0.404
172,5.7333,0.9023,102.06,0.557,0.383
173,5.7667,0.8681,102.19,0.567,0.372
174,5.8000,1.8850,101.89,0.579,0.325
175,5.8333,1.9115,102.28,0.578,0.305
176,5.8667,2.0790,102.52,0.587,0.300
177,5.9000,1.3108,102.76,0.564,0.322
178,5.9333,1.4457,102.73,0.570,0.337
179,5.9667,2.8655,102.54,0.539,0.352
180,6.0000,2.0451,102.65,0.549,0.325
181,6.0333,1.1115,103.03,0.512,0.366
182,6.0667,1.3416,103.33,0.544,0.341
183,6.1000,2.3720,103.03,0.524,0.342
184,6.1333,2.3911,103.13,0.503,0.349
185,6.1667,2.1862,103.10,0.484,0.355
186,6.2000,2.1957,103.17,0.477,0.362
