frame,time,motion,luma,centroid_x,centroid_y
178,7.4167,7.8685,166.21,0.395,0.369
179,7.4583,8.3668,162.80,0.401,0.360
180,7.5000,7.5694,159.74,0.330,0.291
181,7.5417,9.4761,156.96,0.361,0.318
182,7.5833,9.2135,153.61,0.330,0.312
183,7.6250,7.7092,149.20,0.358,0.334
184,7.6667,7.7982,147.32,0.357,0.365
185,7.7083,5.7387,147.35,0.373,0.370
186,7.7500,5.4523,147.27,0.472,0.371
187,7.7917,5.7891,145.10,0.501,0.364
188,7.8333,6.0920,142.80,0.553,0.428
189,7.8750,10.2218,144.40,0.457,0.372
190,7.9167,10.8776,150.48,0.470,0.360
191,7.9583,12.0686,155.88,0.512,0.360
192,8.0000,13.3251,159.95,0.563,0.324
193,8.0417,39.0781,163.88,0.655,0.272
194,8.0833,4.3898,131.18,0.400,0.381
195,8.1250,5.4149,129.18,0.333,0.326
196,8.1667,9.5872,125.09,0.280,0.280
197,8.2083,6.6480,116.21,0.313,0.319
198,8.2500,6.8490,110.98,0.315,0.282
199,8.2917,17.8828,110.08,0.267,0.256
200,8.3333,9.8641,116.42,0.301,0.292
201,8.3750,22.6936,116.84,0.618,0.616
202,8.4167,16.1493,106.93,0.455,0.456
203,8.4583,9.3563,116.67,0.525,0.525
204,8.5000,50.5365,122.88,0.709,0.280
205,8.5417,7.5516,170.50,0.565,0.435
206,8.5833,7.5655,172.90,0.567,0.428
207,8.6250,9.2257,172.36,0.515,0.401
208,8.6667,16.1849,170.70,0.424,0.330
209,8.7083,13.1172,165.85,0.424,0.356
210,8.7500,14.8720,161.63,0.337,0.344
211,8.7917,20.2148,158.13,0.287,0.348
212,8.8333,24.0972,166.29,0.275,0.359
213,8.8750,27.3832,169.34,0.299,0.376
214,8.9167,16.4427,185.57,0.259,0.518
215,8.9583,15.7344,192.54,0.278,0.560
216,9.0000,26.4835,189.20,0.280,0.419
217,9.0417,17.3650,173.87,0.283,0.529
218,9.0833,15.2760,173.35,0.301,0.601
219,9.1250,16.2674,174.29,0.287,0.598
220,9.1667,15.7105,178.37,0.292,0.610
221,9.2083,16.3928,183.77,0.323,0.631
222,9.2500,17.2400,190.12,0.337,0.565
223,9.2917,13.4592,195.09,0.309,0.513
224,9.3333,8.6168,196.52,0.329,0.648
225,9.3750,11.5456,196.75,0.345,0.586
226,9.4167,9.5530,195.37,0.324,0.613
227,9.4583,7.8464,194.34,0.306,0.612
228,9.5000,5.8885,193.86,0.299,0.655
229,9.5417,5.8694,193.56,0.284,0.595
230,9.5833,7.2192,193.47,0.257,0.466
231,9.6250,9.6228,192.93,0.262,0.369
232,9.6667,10.7240,191.00,0.218,0.359
233,9.7083,12.7352,191.04,0.260,0.360
234,9.7500,13.1758,191.47,0.318,0.409
235,9.7917,10.5308,188.20,0.375,0.433
236,9.8333,5.7179,189.84,0.304,0.370
237,9.8750,5.3312,190.36,0.368,0.360
238,9.9167,8.4019,191.08,0.532,0.315
239,9.9583,8.1280,189.48,0.551,0.333
240,10.0000,38.4479,188.66,0.671,0.247
241,10.0417,6.2847,155.63,0.303,0.321
242,10.0833,7.7309,156.70,0.281,0.311
243,10.1250,9.3194,158.17,0.265,0.301
244,10.1667,10.1172,159.85,0.236,0.308
245,10.2083,10.5634,160.83,0.199,0.297
246,10.2500,10.4119,159.48,0.213,0.304
247,10.2917,10.3685,156.70,0.248,0.334
248,10.3333,8.4891,153.91,0.291,0.357
249,10.3750,7.1332,151.96,0.240,0.366
250,10.4167,5.9401,152.84,0.211,0.370
251,10.4583,8.7131,154.27,0.175,0.376
252,10.5000,5.8893,160.47,0.236,0.406
253,10.5417,6.2973,160.39,0.268,0.397
254,10.5833,4.8069,158.71,0.299,0.452
255,10.6250,4.5720,156.79,0.426,0.572
256,10.6667,3.9167,155.00,0.454,0.598
257,10.7083,3.2300,153.56,0.433,0.578
258,10.7500,2.9462,152.65,0.418,0.553
259,10.7917,2.6771,151.82,0.416,0.517
260,10.8333,2.1428,151.21,0.379,0.504
261,10.8750,1.9332,150.62,0.333,0.466
262,10.9167,2.2166,150.62,0.306,0.385
263,10.9583,2.0716,151.29,0.339,0.361
264,11.0000,1.7461,152.71,0.374,0.379
265,11.0417,2.0373,153.74,0.384,0.369
266,11.0833,2.3728,154.82,0.407,0.336
267,11.1250,2.4119,156.20,0.390,0.308
268,11.1667,2.4371,157.65,0.357,0.308
269,11.2083,2.8125,158.76,0.370,0.353
270,11.2500,2.9553,159.59,0.367,0.379
271,11.2917,2.7240,160.31,0.326,0.347
272,11.3333,2.5773,160.68,0.263,0.307
273,11.3750,3.0308,160.61,0.219,0.279
274,11.4167,5.0482,160.16,0.171,0.276
275,11.4583,6.9965,158.47,0.196,0.301
276,11.5000,7.4757,156.50,0.325,0.350
277,11.5417,13.5482,156.41,0.224,0.258
278,11.5833,52.6185,158.09,0.572,0.225
279,11.6250,22.1558,194.91,0.480,0.249
280,11.6667,14.1302,192.58,0.457,0.238
281,11.7083,8.4540,190.82,0.511,0.279
282,11.7500,6.9792,189.67,0.611,0.329
283,11.7917,7.0139,189.15,0.521,0.311
284,11.8333,5.3698,189.97,0.545,0.345
285,11.8750,7.4523,189.94,0.438,0.323
286,11.9167,7.6489,189.70,0.385,0.346
287,11.9583,5.0269,189.98,0.443,0.323
288,12.0000,4.0130,189.95,0.437,0.313
289,12.0417,4.0278,190.25,0.413,0.346
290,12.0833,3.3056,190.55,0.398,0.333
291,12.1250,3.2209,190.87,0.377,0.316
292,12.1667,8.5903,190.88,0.332,0.341
